model,set,method_id,method,direction,f_standard,f_deviant,semitones,trough_uv,latency_ms,recovery_frac,s7_pass,s2_pass,s4_specificity,post_slope_uv_per_100ms,ctrl_min_uv,n_deviants,consensus_rank,n_agree
whisper-base,literature,33,method_33,regular,1000.0,1200.0,3.1564,-0.7888,180.875,1.9046,True,True,True,0.7888,0.3724,15,36,2
whisper-base,literature,55,method_55_counter,counter,2000.0,1000.0,12.0,-0.7746,220.9375,1.4968,True,True,True,1.0658,-0.4943,15,15,3
whisper-base,literature,31,method_31_counter,counter,1200.0,1000.0,3.1564,-0.7167,140.9375,1.464,False,True,True,0.2451,-0.0071,15,23,3
whisper-base,literature,32,method_32_counter,counter,1200.0,1000.0,3.1564,-0.7142,140.9375,1.4622,False,True,True,0.2442,-0.0085,15,25,3
whisper-base,literature,28,method_28_counter,counter,1200.0,1000.0,3.1564,-0.7136,140.9375,1.4625,False,True,True,0.2442,-0.0081,15,24,3
whisper-base,literature,30,method_30_counter,counter,1200.0,1000.0,3.1564,-0.7123,140.9375,1.4614,False,True,True,0.2415,-0.0102,15,20,3
whisper-base,literature,29,method_29_counter,counter,1200.0,1000.0,3.1564,-0.7059,140.9375,1.4642,False,True,True,0.2403,-0.0087,15,21,3
whisper-base,literature,72,method_72,regular,1000.0,1200.0,3.1564,-0.6859,100.875,2.328,False,True,True,0.0626,-0.4158,15,8,4
whisper-base,literature,75,method_75,regular,1000.0,1200.0,3.1564,-0.6819,100.875,2.3307,False,True,True,0.0607,-0.4141,15,7,4
whisper-base,literature,53,method_53_counter,counter,1200.0,1000.0,3.1564,-0.6604,160.9375,1.5428,False,True,True,0.1635,-0.1584,15,12,3
whisper-base,literature,44,method_44_counter,counter,1000.0,633.0,7.9167,-0.6465,110.875,1.9425,False,True,True,0.0524,-0.3768,15,27,2
whisper-base,literature,43,method_43_counter,counter,700.0,633.0,1.7418,-0.5686,110.875,0.9847,False,True,True,0.1151,-0.0681,15,48,0
whisper-base,literature,20,method_20_counter,counter,1850.0,1000.0,10.6503,-0.4818,220.9375,1.9277,False,True,True,0.5298,-0.3583,15,17,3
whisper-base,literature,21,method_21_counter,counter,1850.0,1000.0,10.6503,-0.4811,220.9375,1.9205,False,True,True,0.5224,-0.3602,15,16,3
whisper-base,literature,12,method_12,regular,1000.0,1200.0,3.1564,-0.4362,180.875,1.7743,False,True,True,0.1332,-0.5686,15,40,2
whisper-base,literature,53,method_53,regular,1000.0,1200.0,3.1564,-0.4155,100.875,2.3082,False,True,True,0.0612,-0.1631,15,34,2
whisper-base,literature,10,method_10_counter,counter,1122.0,1000.0,1.9929,-0.387,140.9375,1.0536,False,True,True,0.4579,-0.1427,15,44,1
whisper-base,literature,9,method_9_counter,counter,1000.0,600.0,8.8436,-0.3718,150.875,2.82,False,True,True,0.1149,0.1465,15,38,2
whisper-base,literature,74,method_74_counter,counter,1500.0,1000.0,7.0196,-0.3669,220.9375,0.7145,False,True,True,0.0273,-0.5899,15,39,2
whisper-base,literature,37,method_37,regular,1000.0,1050.0,0.8447,-0.3054,220.875,0.8858,False,True,False,-0.0678,-0.4014,15,41,2
whisper-base,literature,32,method_32,regular,1000.0,1200.0,3.1564,-0.2149,160.875,2.9217,False,True,True,0.1825,-0.1179,15,32,2
whisper-base,literature,31,method_31,regular,1000.0,1200.0,3.1564,-0.2142,160.875,2.9766,False,True,True,0.1842,-0.1099,15,28,2
whisper-base,literature,29,method_29,regular,1000.0,1200.0,3.1564,-0.2103,160.875,2.9724,False,True,True,0.1762,-0.1255,15,30,2
whisper-base,literature,28,method_28,regular,1000.0,1200.0,3.1564,-0.21,160.875,3.0262,False,True,True,0.1795,-0.1148,15,29,2
whisper-base,literature,30,method_30,regular,1000.0,1200.0,3.1564,-0.2091,160.875,3.0412,False,True,True,0.1791,-0.1165,15,31,2
whisper-base,literature,27,method_27_counter,counter,1064.0,1000.0,1.074,-0.1869,140.875,1.8119,False,True,True,0.236,0.0442,15,45,1
whisper-base,literature,10,method_10,regular,1000.0,1122.0,1.9929,-0.1436,220.875,0.0,False,False,False,-0.3397,-0.5269,15,42,2
whisper-base,literature,37,method_37_counter,counter,1050.0,1000.0,0.8447,-0.057,180.875,1.9827,False,True,True,0.2339,0.1389,15,43,2
whisper-base,literature,72,method_72_counter,counter,1200.0,1000.0,3.1564,-0.0296,120.9375,1.7747,False,True,False,0.2352,-0.4269,15,47,1
whisper-base,literature,75,method_75_counter,counter,1200.0,1000.0,3.1564,-0.0271,120.9375,1.7852,False,True,False,0.2326,-0.4273,15,46,1
whisper-base,literature,27,method_27,regular,1000.0,1064.0,1.074,0.0413,220.875,0.0,False,False,False,-0.1511,-0.1842,15,35,2
whisper-base,literature,74,method_74,regular,1000.0,1500.0,7.0196,0.0487,100.875,37.6149,False,True,True,0.2874,0.4893,15,22,3
whisper-base,literature,43,method_43,regular,633.0,700.0,1.7418,0.067,170.875,0.0,False,False,False,-0.083,-0.0432,15,26,2
whisper-base,literature,60,method_60,regular,1000.0,1500.0,7.0196,0.1021,220.875,0.0,False,False,False,-0.1459,0.1626,15,6,4
whisper-base,literature,44,method_44,regular,633.0,1000.0,7.9167,0.3184,230.875,0.0,False,False,False,0.0513,-0.043,15,18,3
whisper-base,literature,33,method_33_counter,counter,1200.0,1000.0,3.1564,0.3648,220.9375,0.6559,False,True,False,-0.6826,-0.3253,15,33,2
whisper-base,literature,9,method_9,regular,600.0,1000.0,8.8436,0.387,111.0,0.0,False,False,False,-0.2573,-0.1108,15,14,3
whisper-base,phase2,1750,method_1750,regular,1600.0,7611.0,27.0002,-2.6459,120.875,0.754,True,True,True,1.1645,-0.5791,15,2,6
whisper-base,phase2,1042,method_1042,regular,200.0,7611.0,63.0002,-2.3933,141.125,0.7568,True,True,True,1.4725,0.0089,15,74,5
whisper-base,phase2,1767,method_1767,regular,1745.0,7611.0,25.4983,-2.3932,140.9375,0.7119,True,True,True,1.3311,-0.2667,15,94,4
whisper-base,phase2,1713,method_1713,regular,1345.0,7611.0,30.0058,-2.3782,140.875,0.7222,True,True,True,1.3684,0.0909,15,93,4
whisper-base,phase2,1783,method_1783,regular,1903.0,7611.0,23.9977,-2.2366,140.875,0.57,True,True,True,1.1775,-0.4929,15,29,5
whisper-base,phase2,1603,method_1603,regular,872.0,7611.0,37.5082,-2.1658,120.9375,0.6832,True,True,True,1.4711,0.4704,15,4,6
whisper-base,phase2,1578,method_1578,regular,800.0,7611.0,39.0002,-2.1648,120.9375,0.8308,True,True,True,1.3488,0.3011,15,24,5
whisper-base,phase2,1875,method_1875,regular,3805.0,7611.0,12.0023,-2.1626,100.875,0.8304,True,True,True,1.5928,0.6554,15,46,5
whisper-base,phase2,1744,method_1744,regular,1600.0,4525.0,17.9982,-2.0534,120.875,0.9698,True,True,True,0.4104,-0.9995,15,45,5
whisper-base,phase2,1747,method_1747,regular,1600.0,5869.0,22.5005,-2.0249,120.875,1.1492,True,True,True,0.5497,-0.4252,15,23,5
whisper-base,phase2,1746,method_1746,regular,1600.0,5382.0,21.0008,-1.9727,120.875,1.2109,True,True,True,0.5128,-0.448,15,43,5
whisper-base,phase2,1749,method_1749,regular,1600.0,6979.0,25.4994,-1.9625,120.875,1.0715,True,True,True,0.5545,-0.6724,15,101,4
whisper-base,phase2,1745,method_1745,regular,1600.0,4935.0,19.4997,-1.9501,120.875,1.1507,True,True,True,0.5442,-0.7005,15,17,5
whisper-base,phase2,1324,method_1324_counter,counter,1600.0,400.0,24.0,-1.9396,100.875,1.2223,True,True,True,0.8836,-0.1947,15,102,4
whisper-base,phase2,1798,method_1798,regular,2075.0,7611.0,22.4997,-1.8839,120.9375,0.6689,True,True,True,1.001,-0.1677,15,33,5
whisper-base,phase2,1323,method_1323_counter,counter,1467.0,400.0,22.4976,-1.8758,100.9375,1.0867,True,True,True,1.0551,0.2104,15,150,3
whisper-base,phase2,1729,method_1729,regular,1467.0,5869.0,24.003,-1.8593,120.9375,1.0393,True,True,True,0.7044,-0.1476,15,26,5
whisper-base,phase2,1727,method_1727,regular,1467.0,4935.0,21.0022,-1.8577,140.9375,0.9779,True,True,True,0.5566,-0.4261,15,32,5
whisper-base,phase2,1748,method_1748,regular,1600.0,6400.0,24.0,-1.8343,120.875,1.0253,True,True,True,0.5798,-0.3821,15,97,4
whisper-base,phase2,1708,method_1708,regular,1345.0,4935.0,22.5053,-1.8248,140.875,1.0826,True,True,True,0.6256,-0.1793,15,47,5
whisper-base,phase2,1400,method_1400_counter,counter,4150.0,476.0,37.4889,-1.8216,100.9375,1.3806,True,True,True,1.3511,0.7263,15,116,4
whisper-base,phase2,1762,method_1762,regular,1745.0,4935.0,17.9979,-1.8184,140.9375,1.2918,True,True,True,0.6518,-0.3863,15,12,5
whisper-base,phase2,1627,method_1627,regular,951.0,7611.0,36.0068,-1.7866,120.875,0.7683,True,True,True,1.3173,0.4843,15,3,6
whisper-base,phase2,1123,method_1123,regular,238.0,7611.0,59.9886,-1.7606,141.125,0.7059,True,True,True,1.3557,0.1246,15,63,5
whisper-base,phase2,1418,method_1418_counter,counter,1345.0,519.0,16.4856,-1.7064,100.875,1.532,True,True,True,0.9851,0.1876,15,83,5
whisper-base,phase2,1710,method_1710,regular,1345.0,5869.0,25.5061,-1.7016,120.875,0.9846,True,True,True,0.7769,0.0402,15,16,5
whisper-base,phase2,1301,method_1301_counter,counter,4150.0,367.0,41.9911,-1.6887,100.9375,0.984,True,True,True,1.1596,0.7335,15,54,5
whisper-base,phase2,1778,method_1778,regular,1903.0,4935.0,16.4973,-1.6842,140.875,1.0495,True,True,True,0.4865,-0.6665,15,146,3
whisper-base,phase2,1387,method_1387_counter,counter,1345.0,476.0,17.9829,-1.6784,140.875,1.7392,True,True,True,1.0258,0.307,15,59,5
whisper-base,phase2,1709,method_1709,regular,1345.0,5382.0,24.0064,-1.675,120.875,0.9914,True,True,True,0.7391,0.0144,15,72,5
whisper-base,phase2,1730,method_1730,regular,1467.0,6400.0,25.5024,-1.6707,120.9375,0.8348,True,True,True,0.7321,-0.1152,15,25,5
whisper-base,phase2,1874,method_1874,regular,3805.0,6979.0,10.5015,-1.6507,100.875,1.2265,True,True,True,0.9838,0.304,15,52,5
whisper-base,phase2,1552,method_1552,regular,734.0,7611.0,40.4908,-1.65,120.875,0.4296,False,False,True,1.2049,0.1862,15,104,4
whisper-base,phase2,1712,method_1712,regular,1345.0,6979.0,28.505,-1.6417,120.875,0.752,True,True,True,0.77,-0.114,15,41,5
whisper-base,phase2,1848,method_1848,regular,2934.0,7611.0,16.5026,-1.6228,120.9375,0.4008,False,False,True,1.3294,0.2363,15,106,4
whisper-base,phase2,1355,method_1355_counter,counter,1345.0,436.0,19.5025,-1.6186,140.875,1.7146,True,True,True,1.1004,0.3956,15,69,5
whisper-base,phase2,1763,method_1763,regular,1745.0,5382.0,19.499,-1.6082,140.9375,1.3816,True,True,True,0.5319,-0.1461,15,70,5
whisper-base,phase2,1577,method_1577,regular,800.0,6979.0,37.4994,-1.5953,100.9375,1.0898,True,True,True,0.8097,0.1747,15,113,4
whisper-base,phase2,1764,method_1764,regular,1745.0,5869.0,20.9987,-1.5882,140.9375,1.4021,True,True,True,0.5474,-0.1508,15,38,5
whisper-base,phase2,1766,method_1766,regular,1745.0,6979.0,23.9975,-1.5565,140.9375,1.0868,True,True,True,0.6339,-0.2733,15,7,6
whisper-base,phase2,1882,method_1882,regular,4150.0,7611.0,10.4997,-1.5443,100.9375,0.7391,True,True,True,1.3037,0.8536,15,5,6
whisper-base,phase2,1765,method_1765,regular,1745.0,6400.0,22.4981,-1.5425,140.9375,1.258,True,True,True,0.6769,-0.1247,15,11,5
whisper-base,phase2,1382,method_1382_counter,counter,872.0,476.0,10.4804,-1.5371,100.9375,0.9285,True,True,True,1.0786,0.4656,15,130,4
whisper-base,phase2,1266,method_1266_counter,counter,4150.0,336.0,43.5189,-1.5271,100.9375,1.0807,True,True,True,0.9529,0.6135,15,39,5
whisper-base,phase2,1200,method_1200,regular,283.0,7611.0,56.9905,-1.49,141.0625,0.7027,True,True,True,1.2249,0.468,15,57,5
whisper-base,phase2,1144,method_1144_counter,counter,1600.0,259.0,31.5246,-1.4884,100.875,1.4237,True,True,True,0.4757,-0.624,15,37,5
whisper-base,phase2,1602,method_1602,regular,872.0,6979.0,36.0074,-1.4825,100.9375,1.0778,True,True,True,0.8467,0.2942,15,122,4
whisper-base,phase2,1825,method_1825,regular,2468.0,7611.0,19.4969,-1.4573,120.9375,0.521,True,True,True,0.9342,-0.0461,15,21,5
whisper-base,phase2,1105,method_1105_counter,counter,1600.0,238.0,32.9885,-1.4349,100.875,1.6443,True,True,True,0.5749,-0.5091,15,95,4
whisper-base,phase2,1743,method_1743,regular,1600.0,4150.0,16.5005,-1.4129,120.875,1.0016,True,True,True,-0.0134,-1.2218,15,107,4
whisper-base,phase2,1794,method_1794,regular,2075.0,5382.0,16.5004,-1.395,120.9375,1.1468,True,True,True,0.4921,-0.1369,15,89,5
whisper-base,phase2,1443,method_1443_counter,counter,872.0,566.0,7.4823,-1.3879,100.9375,1.1462,True,True,True,0.789,0.3361,15,123,4
whisper-base,phase2,1601,method_1601,regular,872.0,6400.0,34.5081,-1.3862,120.9375,0.9814,True,True,True,0.7999,0.4016,15,96,4
whisper-base,phase2,1487,method_1487_counter,counter,3200.0,617.0,28.4968,-1.3816,200.875,1.0245,True,True,True,0.8293,-0.1314,15,177,2
whisper-base,phase2,1718,method_1718,regular,1467.0,2263.0,7.5044,-1.3803,100.9375,1.33,True,True,True,0.5208,0.1292,15,68,5
whisper-base,phase2,1230,method_1230_counter,counter,4150.0,308.0,45.0253,-1.3786,100.9375,1.2723,True,True,True,0.826,0.4907,15,61,5
whisper-base,phase2,1793,method_1793,regular,2075.0,4935.0,14.9993,-1.359,120.9375,1.0975,True,True,True,0.4905,-0.3791,15,91,5
whisper-base,phase2,1565,method_1565,regular,800.0,2468.0,19.5032,-1.3519,100.9375,1.9178,True,True,True,0.5722,0.0754,15,98,4
whisper-base,phase2,1684,method_1684_counter,counter,3490.0,1234.0,17.9986,-1.3349,160.875,1.3918,True,True,True,0.9749,0.2293,15,155,3
whisper-base,phase2,1621,method_1621,regular,951.0,4525.0,27.0048,-1.3179,120.875,1.1721,True,True,True,0.5709,-0.0952,15,114,4
whisper-base,phase2,1812,method_1812,regular,2263.0,7611.0,20.9982,-1.3178,140.875,0.6708,True,True,True,0.73,-0.0887,15,1,6
whisper-base,phase2,1796,method_1796,regular,2075.0,6400.0,19.4995,-1.3022,120.9375,1.0575,True,True,True,0.5541,-0.1451,15,124,4
whisper-base,phase2,1650,method_1650,regular,1037.0,7611.0,34.508,-1.297,120.875,0.6794,True,True,True,1.0732,0.545,15,30,5
whisper-base,phase2,1797,method_1797,regular,2075.0,6979.0,20.9989,-1.2873,120.9375,0.9591,True,True,True,0.49,-0.3123,15,71,5
whisper-base,phase2,1737,method_1737,regular,1600.0,2468.0,7.5032,-1.2859,100.875,1.6196,True,True,True,0.313,-0.2629,15,13,5
whisper-base,phase2,1626,method_1626,regular,951.0,6979.0,34.506,-1.2437,120.875,1.2521,True,True,True,0.7304,0.3394,15,105,4
whisper-base,phase2,1568,method_1568,regular,800.0,3200.0,24.0,-1.2038,100.9375,2.1881,True,True,True,0.3642,-0.178,15,19,5
whisper-base,phase2,1722,method_1722,regular,1467.0,3200.0,13.5024,-1.1935,100.9375,1.9283,True,True,True,0.2595,-0.3425,15,14,5
whisper-base,phase2,1024,method_1024_counter,counter,1600.0,200.0,36.0,-1.1623,100.875,1.9019,True,True,True,0.4716,-0.411,15,51,5
whisper-base,phase2,1740,method_1740,regular,1600.0,3200.0,12.0,-1.1621,100.875,2.2947,True,True,True,0.1352,-0.5583,15,10,5
whisper-base,phase2,1699,method_1699,regular,1345.0,2263.0,9.0076,-1.152,100.875,1.4522,True,True,True,0.589,0.1229,15,92,4
whisper-base,phase2,1383,method_1383_counter,counter,951.0,476.0,11.9818,-1.1419,100.875,1.4084,True,True,True,0.916,0.4847,15,84,5
whisper-base,phase2,1193,method_1193_counter,counter,4150.0,283.0,46.4908,-1.14,100.9375,1.6808,True,True,True,0.7355,0.4409,15,60,5
whisper-base,phase2,1525,method_1525,regular,673.0,7611.0,41.9929,-1.1334,120.8125,0.5658,True,True,True,0.7801,0.051,15,6,6
whisper-base,phase2,1414,method_1414_counter,counter,951.0,519.0,10.4845,-1.1305,100.875,2.0929,True,True,True,0.7535,0.4931,15,82,5
whisper-base,phase2,1073,method_1073_counter,counter,3200.0,218.0,46.5081,-1.1249,200.875,1.3851,True,True,True,0.5216,-0.0726,15,156,3
whisper-base,phase2,1776,method_1776,regular,1903.0,4150.0,13.498,-1.1241,140.875,0.535,True,True,False,-0.034,-1.1751,15,67,5
whisper-base,phase2,1613,method_1613,regular,951.0,2263.0,15.0086,-1.1197,100.875,1.4582,True,True,True,0.6082,0.5481,15,58,5
whisper-base,phase2,1101,method_1101,regular,238.0,1131.0,26.9828,-1.0938,161.125,1.4446,True,True,True,0.3378,-0.213,15,77,5
whisper-base,phase2,1318,method_1318_counter,counter,951.0,400.0,14.9933,-1.0898,220.875,3.158,True,True,True,1.5943,0.6636,15,87,5
whisper-base,phase2,1432,method_1432_counter,counter,4525.0,519.0,37.4893,-1.0874,100.875,1.9689,True,True,True,0.7046,0.5974,15,90,5
whisper-base,phase2,1174,method_1174_counter,counter,800.0,283.0,17.9904,-1.0872,100.9375,1.7804,True,True,True,0.3951,-0.0796,15,76,5
whisper-base,phase2,1034,method_1034_counter,counter,3805.0,200.0,50.9979,-1.0827,100.875,2.2514,True,True,True,0.7079,0.3796,15,65,5
whisper-base,phase2,1401,method_1401_counter,counter,4525.0,476.0,38.9866,-1.063,100.875,1.337,True,True,True,0.8332,0.6993,15,81,5
whisper-base,phase2,1738,method_1738,regular,1600.0,2691.0,9.0008,-1.0623,100.875,1.8995,True,True,True,0.1642,-0.5102,15,22,5
whisper-base,phase2,1145,method_1145_counter,counter,1745.0,259.0,33.0264,-1.0606,140.9375,2.3059,True,True,True,0.3008,-0.3949,15,86,5
whisper-base,phase2,1881,method_1881,regular,4150.0,6979.0,8.9989,-1.0571,100.9375,1.3468,True,True,True,0.7141,0.4147,15,31,5
whisper-base,phase2,1106,method_1106_counter,counter,1745.0,238.0,34.4903,-1.0491,140.9375,2.7126,True,True,True,0.3382,-0.2786,15,88,5
whisper-base,phase2,1676,method_1676_counter,counter,1745.0,1234.0,5.9986,-1.0437,160.9375,1.4965,True,True,True,0.4266,-0.2515,15,18,5
whisper-base,phase2,1720,method_1720,regular,1467.0,2691.0,10.5033,-1.0332,100.9375,1.7691,True,True,True,0.2335,-0.2719,15,40,5
whisper-base,phase2,1679,method_1679,regular,1234.0,2263.0,10.4987,-1.0098,100.9375,1.3839,True,True,True,0.3579,0.1237,15,162,3
whisper-base,phase2,1066,method_1066_counter,counter,1745.0,218.0,36.0099,-1.0094,140.9375,2.5867,True,True,True,0.3009,-0.3204,15,8,6
whisper-base,phase2,1721,method_1721,regular,1467.0,2934.0,12.0,-1.0092,100.9375,2.0587,True,True,True,0.21,-0.336,15,103,4
whisper-base,phase2,1183,method_1183_counter,counter,1745.0,283.0,31.4922,-1.0087,140.9375,2.5341,True,True,True,0.2883,-0.3102,15,129,4
whisper-base,phase2,1273,method_1273,regular,336.0,7611.0,54.0186,-1.0009,120.75,1.2537,True,True,True,0.7829,0.5009,15,50,5
whisper-base,phase2,1739,method_1739,regular,1600.0,2934.0,10.4976,-0.9943,100.875,2.3855,True,True,True,0.1151,-0.5156,15,28,5
whisper-base,phase2,1677,method_1677_counter,counter,1903.0,1234.0,7.4992,-0.9792,160.875,1.2971,True,True,True,0.2544,-0.5399,15,64,5
whisper-base,phase2,1032,method_1032_counter,counter,3200.0,200.0,48.0,-0.9776,180.875,1.5243,True,True,True,0.6009,0.0184,15,119,4
whisper-base,phase2,1740,method_1740_counter,counter,3200.0,1600.0,12.0,-0.9672,180.875,2.0214,True,True,True,1.0746,0.3864,15,128,4
whisper-base,phase2,1116,method_1116,regular,238.0,4150.0,49.4889,-0.9663,161.125,0.5956,True,True,True,0.1534,-0.887,15,180,2
whisper-base,phase2,1518,method_1518_counter,counter,4150.0,673.0,31.4932,-0.9626,100.9375,1.546,True,True,True,0.7239,0.456,15,80,5
whisper-base,phase2,1032,method_1032,regular,200.0,3200.0,48.0,-0.9517,101.125,1.9179,True,True,True,0.1946,-0.1697,15,49,5
whisper-base,phase2,1551,method_1551,regular,734.0,6979.0,38.99,-0.9479,100.875,0.9331,True,True,True,0.533,0.049,15,125,4
whisper-base,phase2,1614,method_1614,regular,951.0,2468.0,16.5099,-0.9437,100.875,2.4343,True,True,True,0.4997,0.3541,15,78,5
whisper-base,phase2,1703,method_1703,regular,1345.0,3200.0,15.0056,-0.9077,100.875,2.3317,True,True,True,0.277,-0.2801,15,34,5
whisper-base,phase2,1880,method_1880,regular,4150.0,6400.0,7.4995,-0.9007,100.9375,1.14,True,True,True,0.747,0.354,15,109,4
whisper-base,phase2,1843,method_1843,regular,2934.0,4935.0,9.0022,-0.8993,120.9375,0.6474,True,True,True,0.5908,-0.0878,15,120,4
whisper-base,phase2,1835,method_1835,regular,2691.0,6400.0,14.9992,-0.8893,120.875,0.9253,True,True,True,0.4625,0.042,15,115,4
whisper-base,phase2,1155,method_1155_counter,counter,4150.0,259.0,48.025,-0.8869,100.9375,1.3509,True,True,True,0.6313,0.3332,15,112,4
whisper-base,phase2,1807,method_1807,regular,2263.0,4935.0,13.4978,-0.8687,140.875,1.0929,True,True,True,0.0958,-0.3659,15,42,5
whisper-base,phase2,1649,method_1649,regular,1037.0,6979.0,33.0073,-0.8617,100.875,1.1839,True,True,True,0.5407,0.3773,15,66,5
whisper-base,phase2,1515,method_1515_counter,counter,3200.0,673.0,26.9927,-0.8615,200.875,1.3401,True,True,True,0.4818,-0.0454,15,142,3
whisper-base,phase2,1136,method_1136_counter,counter,800.0,259.0,19.5246,-0.8605,100.9375,1.894,True,True,True,0.2883,-0.2172,15,75,5
whisper-base,phase2,1754,method_1754,regular,1745.0,2468.0,6.0014,-0.8564,100.9375,1.9356,True,True,True,0.3691,-0.1001,15,118,4
whisper-base,phase2,1703,method_1703_counter,counter,3200.0,1345.0,15.0056,-0.8355,200.875,1.8583,True,True,True,0.9243,0.3307,15,143,3
whisper-base,phase2,1587,method_1587,regular,872.0,1903.0,13.5105,-0.8321,100.9375,1.7332,True,True,True,0.5652,0.3866,15,152,3
whisper-base,phase2,1116,method_1116_counter,counter,4150.0,238.0,49.4889,-0.8282,100.9375,2.2537,True,True,True,0.6949,0.4075,15,56,5
whisper-base,phase2,1636,method_1636,regular,1037.0,2263.0,13.5098,-0.818,100.875,1.6525,True,True,True,0.3994,0.3722,15,127,4
whisper-base,phase2,1619,method_1619_counter,counter,3805.0,951.0,24.0046,-0.8051,100.875,2.1549,True,True,True,0.5166,0.1744,15,194,2
whisper-base,phase2,1809,method_1809,regular,2263.0,5869.0,16.4985,-0.7791,120.875,1.5035,True,True,True,0.2241,-0.1739,15,9,6
whisper-base,phase2,1675,method_1675_counter,counter,1600.0,1234.0,4.4968,-0.7778,120.875,1.425,True,True,True,0.1352,-0.4762,15,121,4
whisper-base,phase2,1790,method_1790_counter,counter,3805.0,2075.0,10.4974,-0.7747,100.875,2.2775,True,True,True,0.5536,0.2503,15,85,5
whisper-base,phase2,1701,method_1701,regular,1345.0,2691.0,12.0064,-0.7728,100.875,2.4951,True,True,True,0.274,-0.3053,15,20,5
whisper-base,phase2,1619,method_1619,regular,951.0,3805.0,24.0046,-0.7649,220.875,1.2699,True,True,True,0.9331,-0.0636,15,145,3
whisper-base,phase2,1808,method_1808,regular,2263.0,5382.0,14.9989,-0.7406,140.875,1.6694,False,True,True,0.0462,-0.1453,15,73,5
whisper-base,phase2,1739,method_1739_counter,counter,2934.0,1600.0,10.4976,-0.7269,180.9375,2.6653,False,True,True,0.9778,0.4629,15,191,2
